id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
eqjvDwAAQBAJ,Đắc Nhân Tâm,"Đắc nhân tâm của Dale Carnegie là quyển sách của mọi thời đại và một hiện tượng đáng kinh ngạc trong ngành xuất bản Hoa Kỳ. Trong suốt nhiều thập kỷ tiếp theo và cho đến tận bây giờ, tác phẩm này vẫn chiếm vị trí số một trong danh mục sách bán chạy nhất và trở thành một sự kiện có một không hai trong lịch sử ngành xuất bản thế giới và được đánh giá là một quyển sách có tầm ảnh hưởng nhất mọi thời đại. Đây là cuốn sách độc nhất về thể loại self-help sở hữu một lượng lớn người hâm mộ. Ngoài ra cuốn sách có doanh số bán ra cao nhất được tờ báo The New York Times bình chọn trong nhiều năm. Cuốn sách này không còn là một tác phẩm về nghệ thuật đơn thuần nữa mà là một bước thay đổi lớn trong cuộc sống của mỗi người. Nhờ có tầm hiểu biết rộng rãi và khả năng ‘ứng xử một cách nghệ thuật trong giao tiếp’ – Dale Carnegie đã viết ra một quyển sách với góc nhìn độc đáo và mới mẻ trong giao tiếp hàng ngày một cách vô cùng thú vị – Thông qua những mẫu truyện rời rạc nhưng lại đầy lý lẽ thuyết phục. Từ đó tìm ra những kinh nghiệm để đúc kết ra những nguyên tắc vô cùng ‘ngược ngạo’, nhưng cũng rất logic dưới cái nhìn vừa sâu sắc, vừa thực tế. Hơn thế nữa, Đắc Nhân Tâm còn đưa ra những nghịch lý mà từ lâu con người ta đã hiểu lầm về phương hướng giao tiếp trong mạng lưới xã hội, thì ra, người giao tiếp thông minh không phải là người có thể phát biểu ra những lời hay nhất, mà là những người học được cách mỉm cười, luôn biết cách lắng nghe, và khích lệ câu chuyện của người khác.",Dale Carnegie,Self-Help,4,NOT_MATURE,,320
dibwngEACAAJ,Óc sáng suốt,,Duy Cần Nguyễn,Brain,4.5,NOT_MATURE,2012,179
ZO4uEAAAQBAJ,Cẩm Nang Con Gái,"Tuổi dậy thì như một thế giới lung linh sắc màu nhưng cũng thật lắm “ngóc ngách” khó hiểu. Những ai đã đi qua tuổi dậy thì có lẽ chẳng bao giờ quên sự ngạc nhiên tột bậc khi một sáng đứng trước gương, thấy cơ thể mình… khang khác. Và những điều mới mẻ cứ “dắt díu” nhau đến mỗi ngày. Khi người lớn đôi khi còn ngần ngại “bật mí” những thắc mắc dài dằng dặc về giới tính, sinh lý… của bạn trẻ thì “Cẩm nang con gái” của nữ tác giả Violeta BaBíc sẽ là người bạn dễ thương đồng hành cùng các em gái trong tuổi dậy thì. Với ""Cẩm nang con gái"", các bé gái từ 9 - 19 tuổi sẽ được trang bị kiến thức về những vấn đề gần gũi trong cuộc sống của mình. Các em sẽ hiểu hơn về những thay đổi tâm sinh lý trong giai đoạn dậy thì, những điều mà các em không biết thổ lộ cùng ai. Bên cạnh đó, trong cuốn sách, tác giả Violeta BaBíc chia sẻ tỉ mỉ về bí quyết cho làn da khỏe mạnh, bí quyết chăm sóc đôi chân, chăm sóc tóc, tập thể dục thể thao, giữ gìn vóc dáng… Tám nguyên tắc để sống khỏe mạnh được liệt kê ngắn gọn: ăn uống điều độ, không bỏ bữa; ăn chậm nhai kỹ; uống nước lọc, không dùng thức uống có cồn, hoạt động thể chất nhiều, nói không với thuốc lá, luôn lạc quan, ngủ ít nhất 8 tiếng mỗi ngày. Các em còn học được cách vệ sinh cá nhân đúng cách như rửa tay, tắm gội... để có được sức khỏe như ý. Nhờ thế, các em sẽ tự tin và dần trở thành những cô nàng duyên dáng, đáng yêu Ngôn ngữ của ""Cẩm nang con gái"" súc tích, ân cần, như một người bạn thủ thỉ với bạn đọc những chia sẻ cần thiết.",Violeta Babic,Health & Fitness,5,MATURE,,152
TRfRXwAACAAJ,Thá̂t nhân tâm,,Xuân Việt Hoàng,Conduct of life,,NOT_MATURE,2010,359
LL6ZzgEACAAJ,"The Saint, the Surfer, and the CEO","Vietnamese edition of Robin Sharma's insightful psychological fiction dealing with finding the true meaning of life, when a drastic change happens... Vietnamese translation by Nguyen Xuan Hong. 15th printing.",Robin Sharma,,,NOT_MATURE,2021,
I88qEAAAQBAJ,Bước Vào Cửa Hiệu Nhiệm Màu,"“Bước vào cửa hiệu nhiệm màu” là lời giải đáp khoa học về những bí ẩn của não bộ trong sự liên kết chặt chẽ với trái tim, tìm đến cội nguồn của hạnh phúc với ý nghĩa bản chất nhất của từ này. Sách cũng là câu chuyện chân thật, đầy cảm động về hành trình vươn lên trong cuộc sống của chính tác giả. “Bước vào cửa hiệu nhiệm màu” (Into the magic shop) là câu chuyện về hành trình lớn lên, trưởng thành và tìm kiếm ý nghĩa cuộc sống của tác giả - TS. James Doty. Sách kể lại câu chuyện của chính cuộc đời tác giả, từ khi ông còn là một đứa trẻ đầy thương tổn bởi những hệ lụy của cái nghèo và sự thiếu thốn tình thương, đến dần bước ra khỏi bóng tối, tự xây dựng con đường và con người mình muốn trở thành. Trên hành trình đó TS. James Doty đã trải không ít khó khăn, thách thức, song ông cũng may mắn gặp được bà Ruth - “người bạn lớn” và cũng là chủ tiệm tạp hóa “nhiệm màu”. Giống như đứa trẻ Jim Doty nghèo khó ở vùng hoang mạc Lancaster trong cuốn sách, tất cả chúng ta rồi sẽ tổn thương theo cách này hay cách khác và để vượt qua nỗi đau, chúng ta không có cách nào khác là đối diện với chúng. “Cửa hiệu nhiệm màu” vừa là bối cảnh trong câu chuyện, cũng vừa là ẩn dụ về lựa chọn của chúng ta trước những nỗi đau trong đời. Chủ động bước qua cánh cửa của sự thương tổn, để mở rộng trái tim và tự chữa lành cho mình, là cách để chúng ta bước ra khỏi vùng tối của đớn đau và tuyệt vọng. Tác giả chia sẻ những trải nghiệm và bài học sâu sắc trong cuộc đời của mình. Những trải nghiệm đó bao gồm việc ông mất đi người thân, cận kề cái chết, trở thành một nhà giải phẫu thần kinh lẫy lừng danh tiếng, rồi gần như đánh mất mọi thứ mà ông từng nghĩ là mục tiêu cả đời. Để rồi James nhận ra giá trị chân chính của một cuộc đời hạnh phúc cũng như tất cả những điều lớn lao mà con người có thể làm bằng tình yêu thương. Đó cũng chính là những bài học sâu sắc và thông điệp của “Bước vào cửa hiệu nhiệm màu”. Cuốn sách là sự kết hợp hoàn hảo giữa một cuốn hồi ký cảm động, những thông tin khoa học cực kỳ bổ ích và sức mạnh truyền cảm hứng to lớn. Chúng ta cảm động bởi chứng kiến hành trình cuộc đời được mất nhiều thăng trầm của người kể chuyện, đồng thời được đồng hành trên một hành trình tìm về bản chất. Bản chất của nỗi đau. Bản chất của hạnh phúc. Bản chất của yêu thương. Và trên hết, bản chất của chúng ta với tư cách một con người. Đó là hành trình chiêm nghiệm ra rằng hạnh phúc và yêu thương là 2 “bộ môn khoa học” mà tất cả chúng ta đều có thể học và thực hành, bằng cách bắt đầu thay đổi cách chúng ta suy nghĩ và cảm xúc. Bởi vì, “Hạnh phúc riêng lẻ và phúc lợi cộng đồng của chúng ta phụ thuộc vào sự tích hợp, cộng tác của cả tâm trí và trái tim ta.” “Bước vào cửa hiệu nhiệm màu” ẩn chứa rất nhiều bài học ý nghĩa cuộc đời. Những thông điệp chính mà cuốn sách muốn truyền tải bao gồm: Trước hết, tiền bạc và danh vọng không phải là mục tiêu cuối cùng của mỗi con người. Trên tất cả mọi thứ, chính yêu thương và sự kết nối mới làm nền tảng cho hạnh phúc và sự mãn nguyện của cuộc đời. Thứ hai, bộ não và trái tim là hai bộ phận chịu trách nhiệm và không thể nào tách rời trong hạnh phúc của mỗi người; và yêu thương, lòng trắc ẩn chính là bộ môn khoa học dựa trên nền tảng hoạt động của sự kết hợp ấy. “Bước vào cửa hiệu nhiệm màu” được xuất bản lần đầu tiên vào năm 2016, ngay lập tức cuốn sách đã để lại ấn tượng trong lòng độc giả và giới chuyên môn. Sách được tạp chí The New York Times bình chọn là cuốn bán chạy nhất, được Goodreads Choice Awards đề cử hạng mục Best Science & Technology (cuốn sách hay nhất thuộc lĩnh vực khoa học và công nghệ). Cuốn sách cũng trở thành nguồn cảm hứng cho bài hát “Magic Shop” được nhóm nhạc Hàn Quốc nổi tiếng BTS phát hành trên toàn cầu. Sau khi ca khúc được phát hành, doanh thu sách đã tăng 510 lần và lọt danh sách bán chạy tại Aldin (chuỗi nhà sách phổ biến ở Hàn Quốc).","James R. Doty, MD",Self-Help,,NOT_MATURE,,312
BevyDwAAQBAJ,Không bao giờ là thất bại! Tất cả là thử thách,"Đây là ấn phẩm đạt số lượng phát hành kỷ lục - 500.000 bản tại Việt Nam. Trải qua 15 năm, ""Không bao giờ là thất bại! Tất cả là thử thách"" đã vượt khỏi khuôn khổ tựa đề một cuốn sách, trở thành phương châm sống của rất nhiều bạn trẻ Việt Nam. “Không bao giờ là thất bại! Tất cả là thử thách” thuật lại chi tiết cuộc đời và sự nghiệp của Chung Ju Yung - cố chủ tịch tập đoàn Huyndai. Không chỉ kể lại hành trình và kinh nghiệm của người sáng lập nên một trong những thương hiệu nổi tiếng nhất thế giới mà còn chứa đựng những bài học ấn tượng về quản trị, kinh doanh cũng như đạo làm người, đây là quyển sách gối đầu giường của rất nhiều thế hệ doanh nhân. Qua lời kể của Chung Ju Yung, người đọc sẽ hiểu được tuổi thơ nghèo khó và khát khao làm giàu của cố chủ tịch tập đoàn Huyndai. Ba lần trốn chạy khỏi gia đình, khỏi đồng quê để có thể bước chân vào thương trường, ông gây dựng cơ nghiệp từ kẻ không một xu dính túi. Kinh doanh dịch vụ sửa chữa ôtô, sau đó bước vào thị trường với việc sản xuất xe hơi rồi lại mở rộng lĩnh vực sang xây dựng nhà ở, cầu đường, đóng tàu…, con đường vươn đến thành công của ông hoàn toàn không có màu hồng. Vừa có chút thành tựu thì lại có biến cố để đưa ông về mức khởi đầu. Điều quan trọng là con người ấy không bao giờ nghĩ mình thất bại. Tinh thần chiến đấu với những ngặt nghèo của số phận mà Chung Ju Yung tự trang bị cho mình không chỉ giúp ông chạm đến thành công mà còn trở thành cảm hứng cho rất nhiều thế hệ doanh nhân trẻ ở Hàn Quốc nói riêng, thế giới nói chung. Trong cuốn tự truyện của mình, ông viết: “Mọi thứ đều quân bình, vận may rủi đều đến với con người như nhau. Quan trọng nhất là phải nỗ lực, nỗ lực không ngừng và biết chớp thời cơ”. Với triết lý đó, Chung Ju Yung tin rằng thất bại hay không tùy thuộc vào định nghĩa của mỗi người. Nếu bạn định nghĩa mỗi lần vấp ngã là một lần thất bại thì đó thực sự là thất bại, nếu bạn định nghĩa một lần vấp ngã đơn giản chỉ là thêm một thử thách thì bạn mãi mãi là người bất khả chiến bại. Trong Không bao giờ là thất bại, tất cả là thử thách, người đọc sẽ nhận được rất nhiều bài học kinh doanh sâu sắc bởi mục đích lớn nhất khi Chung Ju Yung dành thời gian thực hiện tập sách này là truyền kinh nghiệm cho thế hệ thanh niên. Ông chia sẻ tất cả những bài học xương máu cùng bí quyết kinh doanh của mình để người trẻ có thể có thêm kinh nghiệm, vững vàng hơn khi bước chân vào thương trường. Độc giả sẽ tiếp cận được những nguyên tắc quản trị mà Chung Ju Yung dùng để có thể vận hành một bộ máy đồ sộ với rất nhiều công ty con, hoạt động đa ngành nghề, đa quốc gia… Đồng thời, người đọc cũng sẽ tìm thấy những triết lý kinh điển trong kinh doanh, trong đời sống mà Chung Ju Yung đúc kết được sau tất cả những thăng trầm của đời mình. Đó chính là lý do những triết lý sống cùng câu chuyện về cuộc đời Chung Ju Yung đã trở thành nguồn cảm hứng cho rất nhiều doanh nhân trẻ khởi nghiệp. Ra mắt phiên bản tiếng Việt hơn 10 năm qua, tự truyện của cố chủ tịch tập đoàn Huyndai - Chung Ju Yung đã trở thành cẩm nang của rất nhiều thế hệ thanh niên, doanh nhân Việt Nam. Tác phẩm đạt số lượng phát hành kỷ lục, hơn 500.000 bản. Nay, xuất hiện trở lại với diện mạo mới, ""Không bao giờ là thất bại! Tất cả là thử thách"" một lần nữa nhắc nhớ đến những bài học đạo đức kinh doanh chưa bao giờ lỗi thời của Chung Ju Yung: Kinh doanh phải được xây dựng trên giá trị thực chất của doanh nghiệp và phát triển kinh doanh là việc làm phụng sự xã hội. Sách do First News thực hiện, thiết kế sang trọng, tinh tế, phát hành tại hệ thống nhà sách toàn quốc. ""Không bao giờ là thất bại! Tất cả là thử thách"" thuộc danh sách 10 cuốn sách truyền cảm hứng sáng tạo cho giới trẻ năm 2018, do Đường sách TP.HCM bình chọn và công bố. Sách thuộc 5 cuốn sách mở đầu ""Tủ sách nền tảng đổi đời"" do chủ tịch Trung Nguyên Legend Đặng Lê Nguyên Vũ tuyển chọn để đem đi trao tặng cho bạn trẻ Việt.",Chung Ju Yung,Biography & Autobiography,,NOT_MATURE,,352
PRcjEAAAQBAJ,Kích Hoạt Tài Năng Bán Hàng,"Kích hoạt tài năng bán hàng Cuốn sách dành cho những người muốn thay đổi khả năng bán hàng, tạo ra bước đột phá doanh số cao nhất. Tháng 10/2016, Everyone Can Sell, tác phẩm của Ken Bay, nhà tư vấn chiến lược bán hàng hàng đầu Singapore đã tạo nên bất ngờ cho ngành xuất bản. Lần đầu tiên, một diễn giả đã có thể chỉ ra: Tất cả mọi người đều có khả năng bán hàng. Chỉ là, không phải ai cũng có thể phát huy điều đó. Theo tác giả Ken Bay, để trở thành một nhà bán hàng tài giỏi, trước hết, cần phải có đam mê, tận tâm và nỗ lực. Những tố chất này sẽ giúp bất kỳ ai thuyết phục khách hàng, dù là khách hàng khó tính nhất. Trong cuốn sách “Kích hoạt tài năng bán hàng”, Ken Bay vẽ ra cho người đọc những bản đồ hướng dẫn nhằm khai mở và phát huy tài năng bán hàng bằng 6 hình mẫu bán hàng. Ví dụ, bán hàng kiểu thợ săn, bán hàng kiểu họa sĩ, bán hàng kiểu nông dân… Không chỉ miêu tả cụ thể về mỗi hình mẫu, Ken Bay còn có những phân tích sâu ưu, nhược điểm, cơ hội cũng như rủi ro trong từng kiểu bán hàng để người đọc có cái nhìn tổng quan. Với những người đeo đuổi công việc bán hàng, đây là những thông tin thiết thực nhất để họ có thể lựa chọn con đường phát triển tốt nhất, phù hợp với tố chất bản thân. Đồng thời, sách cũng cung cấp thông tin toàn diện để những người muốn trở thành một chuyên gia bán hàng thành công có thể trang bị cũng như rèn luyện, bổ sung các tố chất cần thiết. Sau khi tiếp cận tác phẩm này, Darren Lee, Giám đốc Định hướng Chiến lược và Đào tạo Bán hàng Công ty Savills Residential chia sẻ: Người bán hàng đỉnh cao phải biết được họ là ai và làm thế nào có thể phát huy sức mạnh để đáp ứng thị trường đang ngày càng thay đổi nhanh chóng như hiện nay. Kích Hoạt Tài Năng Bán Hàng chỉ rõ rằng sau khi áp dụng 6 hình mẫu bán hàng, người bán hàng sẽ đạt đến đỉnh cao nhất”. Không phải ngẫu nhiên, Ken Bay có thể đúc kết những thông tin đắt giá trên vào trang sách. Trước khi bắt tay vào dự án này, Ken đã triển khai các chương trình đào tạo thiết thực về bán hàng. Ông dành thời gian giảng dạy các lớp đào tạo cho đội ngũ nhân viên bán hàng và lãnh đạo trong khu vực châu Á. Ken cũng cung cấp các dịch vụ tư vấn và phát triển các công cụ trợ giúp dành cho hoạt động bán hàng, đào tạo và hệ thống bán hàng tự động theo yêu cầu riêng của khách hàng. Quá trình tiếp cận nhiều đối tượng bán hàng khác nhau chính là chất liệu để Ken viết nên tập sách hữu dụng, sát thực này. Đó cũng là lý do, First News quyết định biên soạn, phát hành Everyone Can Sell phiên bản Việt: Kích Hoạt Tài Năng Bán Hàng, chỉ 45 ngày sau phiên bản tiếng Anh ra đời. Sách do dịch giả Phạm Thanh Tâm chuyển ngữ, in 4 màu, giấy sang trọng, thiết kế đẹp mắt. Giá bán 76.000 đồng. Về tác giả - Kích Hoạt Tài Năng Bán Hàng. Ken Bay Hai Meng, “nick name” Ken, tốt nghiệp Đại học Hull với bằng MBA về Marketing Chiến Lược. Ông bắt đầu làm việc trong ngành dịch vụ tài chính từ năm 1988 khi tham gia công ty Great Eastern Life (công ty bảo hiểm nhân thọ lớn nhất Singapore và Malaysia). Là người không ngừng học hỏi, Ken Bay liên tục cập nhật kiến thức, nâng cao trìn độ bản thân bằng cách tham gia những chương trình đào tạo thực tiễn nhất hiện nay của thế giới như: chương trình “Go Mad” của Anh, “Tâm lý học mới về bán hàng”và “Lãnh đạo hiệu quả” của Brian Tracy. Ken Bay cũng là chuyên gia thực hành NLP có chứng chỉ... Trưởng thành từ những chương trình đào tạo, Ken bắt đầu nhen nhóm chiến lược trở thành nhà tư vấn uy tín. Voices of Sales, một chương trình thiết kế đặc biệt để các cá nhân có thể trải nghiệm và cải thiện tư duy bán hàng một cách linh hoạt nhất, do Ken Bay cùng các cộng sự sáng tạo đã gây được tiếng vang trong khu vực. Giáo trình được hình thành từ nhiều năm góp nhặt kinh nghiệm đào tạo cho cá nhân hoặc cũng như các khách hàng doanh nghiệp lớn. Hiện tại, Ken đang điều hành hai công ty do ông đồng sáng lập. Bao gồm: 1. Voices Of Sale Private Limited (Singapore). Công ty tư vấn bán hàng chuyên tư vấn hình mẫu bán hàng và cung cấp các khóa đào tạo bán hàng thiết kế riêng cho cá nhân, doanh nghiệp… 2. Pear Comms Private Limited (Singapore). Do Ken cùng các đồng sáng lập, hoạt động từ năm 2013. PearComms là một công ty công nghệ thông tin cung cấp các công cụ và giải pháp tự động hóa hoạt động bán hàng trực tuyến cho các doanh nghiệp châu Á.",Ken Bay,Business & Economics,,NOT_MATURE,,176
oaI2nwEACAAJ,Chiến thắng trò chơi cuộc sống,,Adam Khoo,Self-actualization (Psychology),2,NOT_MATURE,2013,298
czyIzgEACAAJ,Sức mạnh của ngôn từ,,Don Gabor,Communication in industrial relations,,NOT_MATURE,2018,311
LhdPAQAAMAAJ,Nguyẽ̂n Phúc tộc thé̂ phả,"Annals of Nguyen's to Nguyen Phuc's ancestry, from 10th to 20th centuries.",Hội đò̂ng trị sự Nguyẽ̂n Phúc tộc,Vietnam,,NOT_MATURE,1995,492
IFq4s4te4F4C,Đại Nam chính biên liệt truyện,,,Vietnam,,NOT_MATURE,1997,504
fYxuAAAAMAAJ,Đại nam liệt truyện,,,Vietnam,,NOT_MATURE,1993,508
ivItAAAAMAAJ,Lĩnh-Nam dật-sử,,Văn Cao Ma,Mường literature,,NOT_MATURE,1968,360
3uDnx-8FAmgC,Mộc bản triều Nguyễn,Woodblock records of the Nguyễn dynasty in Vietnam.,Trung tâm lưu trữ Quó̂c gia IV (Vietnam),"Block books, Vietnamese",,NOT_MATURE,2009,1154
Pkz3f8CVlvwC,Trân Trá Hôn diên ca,,,,,NOT_MATURE,1971,302
JOUXWbnBv4UC,Trần trá hôn diễn ca,,Vọng Húc Phan,Vietnamese drama,,NOT_MATURE,1971,320
u01kobqlCDcC,Tây Du Hài Hước,"Tôn Ngộ Không bảo vệ Đường Tăng đi Tây Thiên đem về được chân kinh, bản thân cũng đã trở thành Phật. Từ đấy không còn có yêu quái nào để đánh dẹp, cả ngày ăn xong rồi ngủ, rất buồn chán. Một hôm, Ngộ Không bổng nghe ngoài cửa có tiếng người kêu: “Hầu ca anh có ở nhà không?” “À Bát Giới đó à, nào mời vào!” “Ơ.... đệ vào không được, hay là huynh ra đây đi.” Trư Bát Giới từ lúc làm Tịnh Đàn Sứ Giả, ăn càng nhiều, càng lúc càng mập, cho nên chê cửa nhà của Ngộ Không bé, chui vào không được. Ngộ không nhìn thấy Bát Giới liền hỏi: “Sư đệ, xem ra cuộc sống của đệ rất tốt có phải không?” Bát Giới xoa xoa bụng nói: “Ờ, vẫn không tồi. Hầu ca, huynh cần phải chúc mừng đệ đấy.” “Này, có việc gì vui vậy?” “Đệ lập tức phải trở về Trang Cao lão rồi, đệ phải làm ba!” Không ngờ Ngộ Không nghe xong câu nói này, liền thở ra một hơi dài “Than ôi......” Bát Giới không vui hỏi: “Huynh, huynh có ý gì vậy?” Ngộ Không nói: “Chẳng qua là nhớ đến lão tôn ta vẫn là một con khỉ đá, không thể làm cho vợ sinh con được, cho nên mới buồn.” Bát giới cụp đôi tai xuống, suy nghĩ một lát rồi nói: “Đệ đã có cách. Huynh đừng buồn, đi cùng đệ!” “Đi đâu vậy?” “Đến đó rồi huynh sẽ biết!”",Trần Thái Hùng,,,NOT_MATURE,,428
u4PPDwAAQBAJ,Bí Quyết Tức Khắc Khai Ngộ - Hiện Đời Giải Thoát 07,"Từ lúc thấm nhuần bao nỗi vô thường trong kiếp nhân sinh, con người luôn khát khao trở về Nguồn Cội Thiêng Liêng. Thanh Hải Vô Thượng Sư, một bậc Chân Sư toàn giác, với lòng từ bi vô lượng đã đến trần gian để truyền dạy Pháp Môn Quán Âm, một Bảo Pháp tối thượng từ ngàn xưa, có thể giúp thể nhân liễu ngộ được trí huệ vạn năng nội tại và đồng nhất thể cùng Thượng Đế. Trải qua muôn trùng duyên nghiệp mới có cơ hội thăng hoa làm người. Nay được hiện hữu cùng thời với một vị Minh Sư tại thế mà nếu được cơ duyên đón nhận Bảo Pháp, quả là một ân sủng nhiệm mầu. Nguyện xin những lời Khai Thị của Thanh Hải Vô Thượng Sư trong sách này sẽ soi sáng cho những người thành tâm mong cầu Chân Lý, nhận thức được Pháp Môn Vô Thượng để tu tập và đạt thành ước nguyện Một Đời Giải Thoát. Những lời giảng dạy vi diệu của Ngài cũng sẽ giúp nâng cao tâm thức cho những ai đang ưu tư về vấn đề sinh tử của kiếp người.",Thanh Hải Vô Thượng Sư,Antiques & Collectibles,,NOT_MATURE,7/22/2016,262
G7OmCQAAQBAJ,Rong Choi Tuoi Tho,"Tuoi tho gan lien voi nhung cau chuyen co tich ma trong do But thuong hien ra cuu giup nhung nguoi hien lanh gap nan va trung tri cai ac. Vi the, dan gian co cau ""O hien gap lanh"" va ""Ac qua ac bao"". Trong ""Rong choi tuoi tho"" cung co nhung cau chuyen co tich voi nhung nhan vat gan gui voi cac em thieu nhi. Tuy nhien cai thien va cai ac duoc tac gia TG Minh Thanh nhin qua lang kinh tu bi cua Duc Phat ma ta co the goi la But hoan toan khac voi quan niem co xua. Cai thien se duoc hoan thien hon de duoc tiep noi va cai ac se co dieu kien de chuyen hoa thanh cai thien. Thong qua nhung mau chuyen cua cac nhan vat co xua va hien dai, cac em thieu nhi se duoc tiep xuc voi Phat Phap mot cach tu nhien, lam nen tang tu tap cac hanh tot dep ngay tu khi con la tre tho va tro duyen cho cac em tu tap thuan loi khi truong thanh.",TG Minh Thanh,,5,NOT_MATURE,4/11/2015,410
iN4tDwAAQBAJ,Hoàng tử và cô vợ mua về,"Victoria được hoàng tử của vương quốc El Deharia trên sa mạc tự tay tuyển chọn. Vậy thì tại sao Vệ binh Hoàng gia lại bất ngờ xông vào phòng của cô ấy và lôi cô ấy đi khi cô ấy không mặc gì khác ngoài áo ngủ trên người? Người cha vô tích sự của cô ấy đã từng gặp rắc rối với bài bạc trước đây, nhưng không dám nghĩ rằng ông ấy lại lừa Hoàng tử Kateb khi chơi bài… Tính cách của hoàng tử cũng hung tợn như khuôn mặt sẹo của anh ta. Vết sẹo này là dấu tích của cuộc bắt cóc bắt thàn, trong đó anh ta đã giết một người đàn ông. Từ chối cuộc sống trong cung cấm, anh ấy thường trốn đến ngôi làng xa xôi trên sa mạc trong nhiều tháng. Victoria đã cắt đứt quan hệ với cha mình, nhưng không thể xóa bỏ lời hứa mà cô ấy đã hứa với người mẹ quá cố. Cô ấy van xin hoàng tử thả tự do cho cha mình, và hoàng tử đồng ý… với một điều kiện. Cô ấy phải trở thành người yêu của hoàng tử, và sống tại hậu cung trên sa mạc của anh ta!","Susan Mallery, Takako Hashimoto",Comics & Graphic Novels,,NOT_MATURE,7/30/2017,128
3uDnx-8FAmgC,Mộc bản triều Nguyễn,Woodblock records of the Nguyễn dynasty in Vietnam.,Trung tâm lưu trữ Quó̂c gia IV (Vietnam),"Block books, Vietnamese",,NOT_MATURE,2009,1154
RZPeDwAAQBAJ,LONG ĐẾ,"“Chuyến hành trình trên lục địa Varlaurea của tôi đã dẫn tôi đến một ngôi đền nhỏ xinh đẹp, nằm lọt thỏm trong một khu rừng tre rậm rạp xanh như ngọc bích. Sau một hồi dạo quanh ngắm cảnh, tôi nhận ra ngôi đền này không thờ phụng một vị thần nào mà là một vị hoàng đế từ thời xa xưa. Tò mò, tôi lân la đến hỏi han người quản đền về nhân vật đang được thờ phụng ở đây. Theo lời ông ta nói, người được thờ phụng trong đền là một vị hoàng đế mang tên Suk Lam, Long Đế của đế chế Varlann cổ xưa, một hình tượng anh hùng rất được kính trọng trong dân gian, và thậm chí còn được xem như là người cha của muôn dân. Cảm thấy thích thú, tôi hỏi rằng liệu có câu chuyện hay huyền thoại nào gắn liền với vị hoàng đế này không? Với một bộ mặt tràn đầy tự hào, người quản đền gật đầu. Và như thế, với một ấm trà và vài cái bánh bao ngọt, tôi ngồi đấy trong sân đền và chăm chú lắng nghe những câu chuyện kỳ thú về Long Đế Suk Lam, những câu chuyện về những cuộc phiêu lưu và những trận chiến chống lại lũ quái vật và phường dị giáo tà ác.” Trích “Một chuyến hành trình đến lục địa Varlaurea” bởi Chickknight Greenleaf. Chương 4 “Những huyền thoại và thần tích trên lục địa Varlaurea.”",Chickknight Greenleaf,Fiction,,NOT_MATURE,,113
P0huAAAAMAAJ,Ngự chế văn,,Minh Mệnh (King of Vietnam),Proclamations,,NOT_MATURE,2000,974
G7OmCQAAQBAJ,Rong Choi Tuoi Tho,"Tuoi tho gan lien voi nhung cau chuyen co tich ma trong do But thuong hien ra cuu giup nhung nguoi hien lanh gap nan va trung tri cai ac. Vi the, dan gian co cau ""O hien gap lanh"" va ""Ac qua ac bao"". Trong ""Rong choi tuoi tho"" cung co nhung cau chuyen co tich voi nhung nhan vat gan gui voi cac em thieu nhi. Tuy nhien cai thien va cai ac duoc tac gia TG Minh Thanh nhin qua lang kinh tu bi cua Duc Phat ma ta co the goi la But hoan toan khac voi quan niem co xua. Cai thien se duoc hoan thien hon de duoc tiep noi va cai ac se co dieu kien de chuyen hoa thanh cai thien. Thong qua nhung mau chuyen cua cac nhan vat co xua va hien dai, cac em thieu nhi se duoc tiep xuc voi Phat Phap mot cach tu nhien, lam nen tang tu tap cac hanh tot dep ngay tu khi con la tre tho va tro duyen cho cac em tu tap thuan loi khi truong thanh.",TG Minh Thanh,,5,NOT_MATURE,4/11/2015,410
H6KcEAAAQBAJ,Thanh cung mười ba triều,"Nhà Thanh là triều đại phong kiến cuối cùng trong lịch sử Mông Cổ và Trung Quốc. Trong thời gian trị vì, nhà Thanh đã củng cố quyền lực và đạt tới tầm ảnh hưởng cao nhất của Đế quốc Trung Hoa. Thanh Cung Mười Ba Triều là bộ tiểu thuyết đồ sộ của tác giả Hứa Tiếu Thiên kể về những chuyện ""thâm cung bí sử"" trong cung cấm mười ba triều nhà Thanh. Đây là cuốn tiểu thuyết lịch sử được viết theo kiểu chương hồi, gồm 03 tập, một trăm bảy mươi hai hồi. Những câu nhiều chuyện ly kỳ, hấp dẫn, kể cả chuyện xấu xa, chuyện hoang đường và mưu mô, quỷ kế của những kẻ sống trong cung cấm...đều được kể lại rất chân thực và chi tiết trong cuốn truyện. Trong giai đoạn lịch sử Trung Quốc gần ba trăm năm dưới triều đình Nhà Thanh, từ Ngô Tam Quế đến khi chấm dứt ở đầu thế kỷ XX, tổng cộng tất cả mười đời vua, trong khoảng hai trăm sáu mươi tám năm. Nhà Mãn Thanh trước khi vào Trung Quốc, lúc còn ở Mãn Châu đã có ba đời vua; cộng lại là mười ba đời vua. Do đó, bộ tiểu thuyết lịch sử này mới có tên là Thanh Cung Mười Ba Triều.",Hứa Tiếu Thiên,Comics & Graphic Novels,,NOT_MATURE,,1526
